"municipality","party","number","initials","given_name","last_name","gender","city"
"Stichtse Vecht","VVD",8,"B.A.","Bas","van Schaik","m","Breukelen"
"Stichtse Vecht","VVD",9,"N.J.T.","Niels","Bossink","m","Breukelen"
"Stichtse Vecht","VVD",10,"F.","Femina","Hoekstra","v","Maarssen"
"Stichtse Vecht","VVD",11,"S.A.M.","Suzanna","Quarles van Ufford","v","Breukelen"
"Stichtse Vecht","VVD",12,"M.","Martijn","van Zuijlen","m","Breukelen"
"Stichtse Vecht","VVD",13,"M.B.","Michelle","Paauw","v","Maarssen"
"Stichtse Vecht","VVD",14,"H.","Herman","Petter","m","Breukelen"
"Stichtse Vecht","VVD",15,"S.M.","Saskia","Klomps-Frericks","v","Maarssen"
"Stichtse Vecht","VVD",16,"A.C.","Antoine","Wilmer","m","Maarssen"
"Stichtse Vecht","VVD",17,"L.S.A.","Lisette","Epema-Libourel","v","Maarssen"
"Stichtse Vecht","VVD",18,"B.C.","Bob","de Jager","m","Loenen aan de Vecht"
"Stichtse Vecht","VVD",19,"E.J.","Elfride","Zeldenrust","v","Nieuwersluis"
"Stichtse Vecht","VVD",20,"J.J.","Janine","Semeijns de Vries van Doesburgh-Ferwerda","v","Loenen aan de Vecht"
"Stichtse Vecht","VVD",21,"F.M.","Frank","Masteling","m","Breukelen"
"Stichtse Vecht","CDA",1,"H.J.","Hetty","Veneklaas","v","Breukelen"
"Stichtse Vecht","CDA",2,"K.B.J.","Klaas","Overbeek","m","Maarssen"
"Stichtse Vecht","CDA",3,"P.","Pim","van Rossum","m","Vreeland"
"Stichtse Vecht","CDA",4,"D.R.","Dinno","de Meer","m","Maarssen"
"Stichtse Vecht","CDA",5,"S.","Sarah","van Lindenberg-Hess","v","Loenen aan de Vecht"
"Stichtse Vecht","CDA",6,"A.A.","Astrid","Verweij-Bouwman","v","Nieuwer Ter Aa"
"Stichtse Vecht","CDA",7,"J.J.","Jaap","Waverijn","m","Maarssen"
"Stichtse Vecht","CDA",8,"M.L.","Marnix","Veldhuijzen","m","Maarssen"
"Stichtse Vecht","CDA",9,"J.G.","Hans","van den Boogaard","m","Maarssen"
"Stichtse Vecht","CDA",10,"M.","Maarten","Bootsma","m","Loenen aan de Vecht"
"Stichtse Vecht","CDA",11,"A.F.J.","Elles","van Ark","v","Maarssen"
"Stichtse Vecht","CDA",12,"S.","Simon","van der Paauw","m","Vreeland"
"Stichtse Vecht","CDA",13,"M.A.W.","Mark","van Engen","m","Nieuwersluis"
"Stichtse Vecht","CDA",14,"A.","Anatoli","van der Krans","m","Maarssen"
"Stichtse Vecht","CDA",15,"J.","Jacob","van Ee","m","Maarssen"
"Stichtse Vecht","CDA",16,"A.L.","Bram","Griffioen","m","Loenen aan de Vecht"
"Stichtse Vecht","CDA",17,"G.A.","Gerrit Jan","van den Berkhof","m","Breukelen"
"Stichtse Vecht","CDA",18,"C.W.","Cor","Veldhuisen","m","Nigtevecht"
"Stichtse Vecht","CDA",19,"G.","Gera","Helling-Zeisseink","v","Loenen aan de Vecht"
"Stichtse Vecht","CDA",20,"H.","Hijmen","van Lindenberg","m","Nigtevecht"
"Stichtse Vecht","CDA",21,"W.","Wim","Fokker","m","Vreeland"
"Stichtse Vecht","CDA",22,"A.","Arjen","Vlug","m","Maarssen"
"Stichtse Vecht","CDA",23,"N.J.","Nico","de Jong","m","Vreeland"
"Stichtse Vecht","Lokaal Liberaal",1,"F.W.H.","Frank","van Liempdt","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",2,"S.I.E.","Suzanne","Kox - Meijer","v","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",3,"R.J.","Ronald","van Liempdt","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",4,"B.L.","Bas","Verwaaijen","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",5,"O.R.","Onno","Tijdgat","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",6,"R.","Rein","Bonhof","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",7,"T.C.","Tessa","Overdijkink","v","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",8,"F.J.","Frank","Venus","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",9,"K.J.","Hans","Doorn","m","Breukelen"
"Stichtse Vecht","Lokaal Liberaal",10,"D.","Nicole","Nuruwe","v","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",11,"O.G.","Olaf","Morel","m","Vreeland"
"Stichtse Vecht","Lokaal Liberaal",12,"L.","Lodewijk","Wever","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",13,"W.","Wijnand","Laros","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",14,"P.J.","Jos","Schuurman","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",15,"A.","Jos","van Die","m","Breukelen"
"Stichtse Vecht","Lokaal Liberaal",16,"L.W.M.","Leo","Lutz","m","Vleuten"
"Stichtse Vecht","Lokaal Liberaal",17,"S.","Sensimilia","van Ginkel","v","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",18,"D.","Dick","van der Linden","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",19,"R.","René","Kuster","m","Kockengen"
"Stichtse Vecht","Lokaal Liberaal",20,"T.","Ties","Broers","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",21,"S.","Sonja","Ebing","v","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",22,"M.J.","Maurice","Landzaat","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",23,"J.W.","Jan","Jacobs","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",24,"H.","Harry","Struiksma","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",25,"W.","Wesley","Struiksma","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",26,"P.A.","Elly","Pronk","v","Tienhoven"
"Stichtse Vecht","Lokaal Liberaal",27,"B.","Barteld","Dalhuisen","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",28,"W.F.D.","Wim","Keuker","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",29,"D.","Daniëlle","Jannes","v","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",30,"L.C.J.","Loraine","Nanlohij","v","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",31,"O.C.","Orlando","Dolman","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",32,"L.P.","Liliana","Padovano","v","Breukelen"
"Stichtse Vecht","Lokaal Liberaal",33,"J.","John","Antonacci","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",34,"A.J.M.","Annelies","Valentijn","v","Breukelen"
"Stichtse Vecht","Lokaal Liberaal",35,"J.","Julia","Laros","v","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",36,"J.A.","Jos","Heus","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",37,"R.","Rie-Anne","Broekhuizen","v","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",38,"M.","Michael","Landzaat","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",39,"R.","Richard","Diemer","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",40,"J.","John","Dalhuisen","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",41,"G.","Gijs","Roosegaarde Bisschop","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",42,"W.N.W.","Wout","Geurens","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",43,"E.C.","Sandra","Ammerlaan","v","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",44,"H.C.","Henk","Broekhuizen","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",45,"M.C.P.","Petra","van Ginkel","v","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",46,"A.W.","Alex","Versteeg","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",47,"M.","Ria","Corbeel - Lens","v","Utrecht"
"Stichtse Vecht","Lokaal Liberaal",48,"E.","Erica","Minten","v","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",49,"R.","Roelof","Feijen","m","Maarssen"
"Stichtse Vecht","Lokaal Liberaal",50,"J.W.P.G.","Jan","van Liempdt","m","Maarssen"
"Stichtse Vecht","Streekbelangen",1,"R.","Rob","Roos","m","Kockengen"
"Stichtse Vecht","Streekbelangen",2,"C.","Karin","van Vliet","v","Breukelen"
"Stichtse Vecht","Streekbelangen",3,"J.W.M.","Jacques","Helling","m","Loenen aan de Vecht"
"Stichtse Vecht","Streekbelangen",4,"A.A.","Lucien","Farzan","m","Maarssen"
"Stichtse Vecht","Streekbelangen",5,"N.H.","Niek","de la Haije","m","Breukelen"
"Stichtse Vecht","Streekbelangen",6,"H.J.","Bert","Simhoffer","m","Loenersloot"
"Stichtse Vecht","Streekbelangen",7,"R.G.","Renie","Vis-de Ceuninck van Capelle","v","Breukelen"
"Stichtse Vecht","Streekbelangen",8,"W.","Warner","van Vossen","m","Maarssen"
"Stichtse Vecht","Streekbelangen",9,"V.","Vital","van der Horst","m","Breukelen"
"Stichtse Vecht","Streekbelangen",10,"D.E.J.","Dirk","de Graaf","m","Tienhoven"
"Stichtse Vecht","Streekbelangen",11,"F.C.","Chris","Portengen","m","Loenen aan de Vecht"
"Stichtse Vecht","Streekbelangen",12,"W.","Wouter","van der Schaft","m","Breukelen"
"Stichtse Vecht","Streekbelangen",13,"J.J.N.","Juran","Hilhorst","m","Kockengen"
"Stichtse Vecht","Streekbelangen",14,"W.I.","Wendela","Sandberg van Boelens","v","Vreeland"
"Stichtse Vecht","Streekbelangen",15,"J.","Jan","van Sligtenhorst","m","Kamerik"
"Stichtse Vecht","Streekbelangen",16,"M.","Mireille","van Vossen","v","Maarssen"
"Stichtse Vecht","Streekbelangen",17,"G.J.","Gerty","Weijmer-Zweers","v","Breukelen"
"Stichtse Vecht","Streekbelangen",18,"A.N.H.","Afien","Nap","v","Nieuwer Ter Aa"
"Stichtse Vecht","Streekbelangen",19,"J.J.","Jet","Geerdink-van Antwerpen","v","Breukelen"
"Stichtse Vecht","Streekbelangen",20,"S.T.","Sacha","van Leeuwen-van Vossen","v","Maarssen"
"Stichtse Vecht","Streekbelangen",21,"J.B.R.","Jaap","Pol","m","Breukelen"
"Stichtse Vecht","Streekbelangen",22,"W.T.","Wilma","Aikema","v","Maarssen"
"Stichtse Vecht","Streekbelangen",23,"W.E.","Wendelien","Portheine-Boom","v","Nieuwer Ter Aa"
"Stichtse Vecht","Streekbelangen",24,"E.","Eric","Hadderingh","m","Breukelen"
"Stichtse Vecht","Streekbelangen",25,"L.T.","Leo","van Zanten","m","Kockengen"
"Stichtse Vecht","Maarssen 2000",1,"R.","Ron","Druppers","m","Maarssen"
"Stichtse Vecht","Maarssen 2000",2,"H.M.T.","Riëtte","Habes","v","Maarssen"
"Stichtse Vecht","Maarssen 2000",3,"A.J.","Arjan","Kroon","m","Maarssen"
"Stichtse Vecht","Maarssen 2000",4,"G.J.A.N.","Gerry","Rijsterborgh-Plomp","v","Maarssen"
"Stichtse Vecht","Maarssen 2000",5,"R.","Roy","de Pijper","m","Breukelen"
"Stichtse Vecht","Maarssen 2000",6,"H.","Harry","Noltes","m","Maarssen"
"Stichtse Vecht","Maarssen 2000",7,"P.","Primla","Jaipal","v","Maarssen"
"Stichtse Vecht","Maarssen 2000",8,"N.","Nick","Hardeman","m","Breukelen"
"Stichtse Vecht","Maarssen 2000",9,"A.M.E.","Ton","Hesel","m","Utrecht"
"Stichtse Vecht","Maarssen 2000",10,"F.","Flip","Tengnagel","m","Maarssen"
"Stichtse Vecht","Maarssen 2000",11,"D.J.","Dirk-Jan","Lodder","m","Maarssen"
"Stichtse Vecht","Maarssen 2000",12,"C.","Carla","Buijsman","v","Maarssen"
"Stichtse Vecht","Maarssen 2000",13,"M.","Marco","Winter","m","Maarssen"
"Stichtse Vecht","Maarssen 2000",14,"K.","Karin","van de Lustgraaf","v","Maarssen"
"Stichtse Vecht","Maarssen 2000",15,"E.C.","Eefke","Knevel-Blom","v","Maarssen"
"Stichtse Vecht","ChristenUnie-SGP",1,"I.C.","Ike","Roetman","m","Maarssen"
"Stichtse Vecht","ChristenUnie-SGP",2,"F.M.","Frans","de Ronde","m","Maarssen"
"Stichtse Vecht","ChristenUnie-SGP",3,"A.I.","Immanuel","Wijland","m","Maarssen"
"Stichtse Vecht","ChristenUnie-SGP",4,"A.C.","Kees","van Vuuren","m","Kockengen"
"Stichtse Vecht","ChristenUnie-SGP",5,"J.A.","Jacqueline","Koops","v","Amstelveen"
"Stichtse Vecht","ChristenUnie-SGP",6,"G.","Gerrit","Boonzaaijer","m","Vreeland"
"Stichtse Vecht","ChristenUnie-SGP",7,"K.W.","Wilke","Sloesarwij","v","Nieuwer Ter Aa"
"Stichtse Vecht","ChristenUnie-SGP",8,"C.","Kees","de Visser","m","Kockengen"
"Stichtse Vecht","ChristenUnie-SGP",9,"D.E.","Dorine","Griffioen","v","Loenen aan de Vecht"
"Stichtse Vecht","ChristenUnie-SGP",10,"W.B.","Willem","van der Linden","m","Tienhoven"
"Stichtse Vecht","ChristenUnie-SGP",11,"B.P.","Ben","Vreugdenhil","m","Breukelen"
"Stichtse Vecht","ChristenUnie-SGP",12,"J.C.","Jaco","van Sligtenhorst","m","Nieuwer Ter Aa"
"Stichtse Vecht","ChristenUnie-SGP",13,"C.","Kees","van Zadelhoff","m","Nigtevecht"
"Stichtse Vecht","ChristenUnie-SGP",14,"J.","Jan","Vossestein","m","Nieuwer Ter Aa"
"Stichtse Vecht","ChristenUnie-SGP",15,"P.W.","Piet","Bos","m","Kockengen"
"Stichtse Vecht","ChristenUnie-SGP",16,"J.","Jacob","van Asselt","m","Kockengen"
"Stichtse Vecht","ChristenUnie-SGP",17,"V.T.","Victor","van Dijk","m","Maarssen"
"Stichtse Vecht","ChristenUnie-SGP",18,"J.","Jan","Meijer","m","Vreeland"
"Stichtse Vecht","ChristenUnie-SGP",19,"J.S.C.","Joeke","van der Mei","m","Maarssen"
"Stichtse Vecht","ChristenUnie-SGP",20,"G.","Gerrit","van Herk","m","Kockengen"
"Stichtse Vecht","ChristenUnie-SGP",21,"N.","Nahom","Ghebrihiwet","m","Maarssen"
"Stichtse Vecht","ChristenUnie-SGP",22,"P.H.","Piet","de Jong","m","Nieuwer Ter Aa"
"Stichtse Vecht","ChristenUnie-SGP",23,"H.","Henk","van Veen","m","Loenen aan de Vecht"
"Stichtse Vecht","ChristenUnie-SGP",24,"J.","Jan","Boonzaaijer","m","Breukelen"
"Stichtse Vecht","ChristenUnie-SGP",25,"P.","Piet","Sondij","m","Kockengen"
"Stichtse Vecht","ChristenUnie-SGP",26,"J.C.","Co","van Dam","m","Kockengen"
"Stichtse Vecht","ChristenUnie-SGP",27,"E.","Egbert","Schuurman","m","Breukelen"
"Stichtse Vecht","ChristenUnie-SGP",28,"J.G.","Jan","Grisnich","m","Nieuwer Ter Aa"
"Stichtse Vecht","ChristenUnie-SGP",29,"J.W.","Jan","Boogerd","m","Maarssen"
"Stichtse Vecht","PvdA",1,"M.J.","Maarten","van Dijk","m","Maarssen"
"Stichtse Vecht","PvdA",2,"E.M.","Els","Swerts","v","Breukelen"
"Stichtse Vecht","PvdA",3,"J.P.","Joseph","Toonen","m","Loenen aan de Vecht"
"Stichtse Vecht","PvdA",4,"D.J.","Douwe","van der Wal","m","Maarssen"
"Stichtse Vecht","PvdA",5,"L.R.","Lisa","Kuijs","v","Utrecht"
"Stichtse Vecht","PvdA",6,"P.P.","Pleun","van der Kooij","m","Maarssen"
"Stichtse Vecht","PvdA",7,"G.A.","Guus","van Houweninge","m","Vreeland"
"Stichtse Vecht","PvdA",8,"G.H.","Hans","Nevenzeel","m","Maarssen"
"Stichtse Vecht","PvdA",9,"S.","Sophia","Jeddaoui","v","Maarssen"
"Stichtse Vecht","PvdA",10,"M.C.","Mario","van Dijk","m","Maarssen"
"Stichtse Vecht","PvdA",11,"G.M.T.","George","van der Wijck","m","Maarssen"
"Stichtse Vecht","PvdA",12,"G.M.","Gé","Speelman","v","Breukelen"
"Stichtse Vecht","PvdA",13,"G.J.","Gerjet","Wisse","m","Kockengen"
"Stichtse Vecht","PvdA",14,"J.","Jan","Brinkers","m","Maarssen"
"Stichtse Vecht","PvdA",15,"W.J.","Wim","Bos","m","Oud Zuilen"
"Stichtse Vecht","PvdA",16,"J.S.","Hans","Schuman","m","Maarssen"
"Stichtse Vecht","PvdA",17,"J.G.M.","Hans","Wijnen","m","Maarssen"
"Stichtse Vecht","PvdA",18,"A.M.","Marian","van Huis","v","Oud Zuilen"
"Stichtse Vecht","PvdA",19,"M.W.","Maarten","Elling","m","Loenen aan de Vecht"
"Stichtse Vecht","PvdA",20,"P.","Pim","Bout","m","Utrecht"
"Stichtse Vecht","PvdA",21,"J.D.","Joke","Nieuwland-Nieuwland","v","Breukelen"
"Stichtse Vecht","PvdA",22,"F.J.","Frans","Heukelom","m","Maarssen"
"Stichtse Vecht","PvdA",23,"P.J.A.","Piet","van den Akker","m","Loenen aan de Vecht"
"Stichtse Vecht","GroenLinks",1,"L.J.","Linda","van Dort","v","Maarssen"
"Stichtse Vecht","GroenLinks",2,"A.J.M.","Albert","Gemke","m","Maarssen"
"Stichtse Vecht","GroenLinks",3,"E.W.J.J.M.","Ed","Theunen","m","Loenersloot"
"Stichtse Vecht","GroenLinks",4,"T.","Tjeerd","Schuhmacher","m","Maarssen"
"Stichtse Vecht","GroenLinks",5,"G.","Gertjan","Verstoep","m","Maarssen"
"Stichtse Vecht","GroenLinks",6,"S.S.","Shyrin","Karamat-Ali","v","Breukelen"
"Stichtse Vecht","GroenLinks",7,"A.P.","Annet","Schoevaars","v","Breukelen"
"Stichtse Vecht","GroenLinks",8,"M.M.A.","Marja","van Gaalen","v","Maarssen"
"Stichtse Vecht","GroenLinks",9,"J.M.","Jan Martijn","Roetman","m","Maarssen"
"Stichtse Vecht","GroenLinks",10,"M.C.J.","Miriam","Shaw","v","Nieuwer Ter Aa"
"Stichtse Vecht","GroenLinks",11,"F.C.P.A.","Frans","Vanderfeesten","m","Oud Zuilen"
"Stichtse Vecht","GroenLinks",12,"I.M.","Irma","Gondrie","v","Breukelen"
"Stichtse Vecht","GroenLinks",13,"P.L.","Pieter","Hielema","m","Kockengen"
"Stichtse Vecht","GroenLinks",14,"P.G.","Piet","Paul","m","Breukelen"
"Stichtse Vecht","GroenLinks",15,"#N/A","Thea","Timmers","v","Loenen aan de Vecht"
"Stichtse Vecht","GroenLinks",16,"S.J.","Steef","Cornelissen","m","Breukelen"
"Stichtse Vecht","GroenLinks",17,"H.M.G.","Hendrik","Houtzager","m","Vreeland"
"Stichtse Vecht","GroenLinks",18,"W.","Willemien","Valewink","v","Breukelen"
"Stichtse Vecht","GroenLinks",19,"J.N.","Jacques","Willemse","m","Maarssen"
"Stichtse Vecht","GroenLinks",20,"#N/A","Annie","de Boer, A","v","Maarssen"
"Stichtse Vecht","GroenLinks",21,"J.M.","Joke","van den Kieboom","v","Tienhoven"
"Stichtse Vecht","GroenLinks",22,"P.","Paul","van der Velpen","m","Maarssen"
"Stichtse Vecht","GroenLinks",23,"M.A.","Manon","Wolfkamp","v","Maarssen"
"Stichtse Vecht","GroenLinks",24,"A.L.","André","Hofman","m","Loenersloot"
"Stichtse Vecht","GroenLinks",25,"G.M.D.","Dick","Hogeweij","m","Breukelen"
"Stichtse Vecht","GroenLinks",26,"C.","Coletta","Teuben","v","Maarssen"
"Stichtse Vecht","Het Vechtse Verbond",1,"W.M.M.","Mieke","Hoek","v","Vreeland"
"Stichtse Vecht","Het Vechtse Verbond",2,"H.C.","Henk","van Vliet","m","Nigtevecht"
"Stichtse Vecht","Het Vechtse Verbond",3,"N.J.","Nick","Jansen","m","Maarssen"
"Stichtse Vecht","Het Vechtse Verbond",4,"I.","Ian","Doornebosch","m","Loenen aan de Vecht"
"Stichtse Vecht","Het Vechtse Verbond",5,"H.F.","Hedwig","de Groot","v","Loenen aan de Vecht"
"Stichtse Vecht","Het Vechtse Verbond",6,"A.W.","Marco","Klomp","m","Breukelen"
"Stichtse Vecht","Het Vechtse Verbond",7,"E.S.","Edwin","Willard","m","Breukelen"
"Stichtse Vecht","Het Vechtse Verbond",8,"W.J.","Wim","van Baalen","m","Loenen aan de Vecht"
"Stichtse Vecht","Stichtse Vecht Beweegt",1,"D.E.","Dik","van 't Hof","m","Breukelen"
"Stichtse Vecht","Stichtse Vecht Beweegt",2,"C.P.M.","Cor","Maan","m","Breukelen"
"Stichtse Vecht","Stichtse Vecht Beweegt",3,"J.H.","Jelte","Zondervan","m","Breukelen"
"Stichtse Vecht","Stichtse Vecht Beweegt",4,"C.E.","Maddy","Torsing","v","Loenen aan de Vecht"
"Stichtse Vecht","Libertarische Partij",1,"D.J.","#N/A","Heins","m","Maarssen"
"Stichtse Vecht","Libertarische Partij",2,"R.T.","#N/A","in der Maur","m","Maarssen"
"Stichtse Vecht","Libertarische Partij",3,"T.F.","#N/A","Bulterman","m","Utrecht"
"Stichtse Vecht","Libertarische Partij",4,"S.","#N/A","Heins","v","Maarssen"
"Stichtse Vecht","Libertarische Partij",5,"J.C.","#N/A","Crawfurd","m","Maarssen"
"Stichtse Vecht","Libertarische Partij",6,"W.","#N/A","Hol","m","Utrecht"
"Stichtse Vecht","PVV",1,"W.J.","Wim","Ubaghs","m","Maarssen"
"Stichtse Vecht","PVV",2,"H.H.B.","Hans","van Maanen","m","Maarssen"
"Stichtse Vecht","PVV",3,"J.R.","Ruud","Vermeent","m","Breukelen"
"Stichtse Vecht","PVV",4,"K.","Kenneth","Romp","m","Maarssen"
"Stichtse Vecht","PVV",5,"S.","Sjors","Nagtegaal","m","Maarssen"
"Stichtse Vecht","PVV",6,"E.F.","Edwin","Marinus","m","Maarssen"
"Terneuzen","PvdA",1," C.L. ","Cees ","Liefting","m","Terneuzen"
"Terneuzen","PvdA",2," L. ","Laszlo ","van de Voorde","m","Zaamslag"
"Terneuzen","PvdA",3," C.J. ","Cor ","Reijn","m","Terneuzen"
"Terneuzen","PvdA",4," J.C.M. ","Johan ","van der Ha","m"," Koewacht"
"Terneuzen","PvdA",5," R. ","Ronaut ","den Hollander","m","Terneuzen"
"Terneuzen","PvdA",6," N.M. ","Natasja ","Wamier","v","Axel"
"Terneuzen","PvdA",7," S.J. ","Onno ","Jansen","m"," Sluiskil"
"Terneuzen","PvdA",8," J. ","Juanita ","Boekhout","v","Terneuzen"
"Terneuzen","PvdA",9," M.A. ","Marion ","Lippens - de Reu","v"," Biervliet"
"Terneuzen","PvdA",10," W.F. ","Wim ","ten Hoor","m"," Sas van Gent"
"Terneuzen","PvdA",11," M. ","Marius ","Joensen","m","Terneuzen"
"Terneuzen","PvdA",12," L.M. ","Lia ","Kaptijn","v","Zaamslag"
"Terneuzen","PvdA",13," J. ","Ko ","Dooms","m"," Philippine"
"Terneuzen","PvdA",14," M. ","Rien ","de Regt","m","Axel"
"Terneuzen","PvdA",15," R. ","Rob ","van Bedaf","m"," Westdorpe"
"Terneuzen","PvdA",16," S.C. ","Simon ","de Pooter","m","Hoek"
"Terneuzen","PvdA",17," M.B.A. ","Marleen ","Quataert - van Avermaete","v"," Sas van Gent"
"Terneuzen","PvdA",18," D. ","Daan ","Hamelink","m","Zaamslag"
"Terneuzen","PvdA",19," J. ","Janny ","Leunis","v","Terneuzen"
"Terneuzen","PvdA",20," W.R.A.J. ","Willi ","van Hurck","m","Terneuzen"
"Terneuzen","PvdA",21," L.I. ","Wies ","Elve","v","Terneuzen"
"Terneuzen","PvdA",22," M.E.M. ","Ria ","Blaakman","v","Terneuzen"
"Terneuzen","PvdA",23," A.P.L. ","Alex ","de Vos","m","Axel"
"Terneuzen","50PLUS",1," J.C. ","Johan ","Hessing","m","Axel"
"Terneuzen","50PLUS",2," F.W.N. ","Frans ","Crouwel","m","Terneuzen"
"Terneuzen","50PLUS",3," H.F.M. ","Honoré ","Reuling","m"," Koewacht"
"Terneuzen","50PLUS",4," S.A. ","Stefan ","Wiedenhof","m","Axel"
"Terneuzen","50PLUS",5," L.P. ","Bert ","Penning","m","Hoek"
"Terneuzen","50PLUS",6," A. ","Ann ","Peters","v"," Sas van Gent"
"Terneuzen","50PLUS",7," C. ","Cor ","de Ruiter","m"," Koewacht"
"Terneuzen","50PLUS",8," A.A. ","Ben ","Hekkert","m","Zaamslag"
"Terneuzen","Provinciaal Belang Zeeland",1," J.E. ","Hans ","Vlottes","m","Terneuzen"
"Terneuzen","Provinciaal Belang Zeeland",2," G.B. ","Gerard ","van de Langkruis","m","Terneuzen"
"Terneuzen","Provinciaal Belang Zeeland",3," J.M.G. ","Jos ","Veraart","m","Terneuzen"
"Terneuzen","Provinciaal Belang Zeeland",4," M.G.J. ","Riet ","van Vugt","v","Terneuzen"
"Terneuzen","Provinciaal Belang Zeeland",5," M.L. ","Mariette ","van der Hooft","v","Terneuzen"
"Terneuzen","Provinciaal Belang Zeeland",6," N.M.J. ","Neeltje ","Laffeber","v","Terneuzen"
"Terneuzen","Sociaal Terneuzen",1," J.A.M. ","Jack ","d'Hooghe","m","Axel"
"Terneuzen","Sociaal Terneuzen",2," I.J.M. ","Ingrid ","Wojtal","v","Terneuzen"
"Terneuzen","Sociaal Terneuzen",3," R.P. ","Rudy ","de Buck","m"," Westdorpe"
"Terneuzen","Sociaal Terneuzen",4," I.C.T. ","Iris ","Lauret","v","Terneuzen"
"Terneuzen","Sociaal Terneuzen",5," C. ","Cindy ","Jansen","v","Terneuzen"
"Terneuzen","Sociaal Terneuzen",6," H.M. ","Henk ","Meertens","m","Terneuzen"
"Terneuzen","Sociaal Terneuzen",7," A.M.A. ","Annick ","De Nooze","v","Terneuzen"
"Terneuzen","Sociaal Terneuzen",8," R.J.E. ","Roger ","van Hoecke","m"," Zuiddorpe"
"Terneuzen","Sociaal Terneuzen",9," J.M.N. ","Jeanine ","IJsebaert","v","Axel"
"Terneuzen","Sociaal Terneuzen",10," C.H. ","Corrie ","van den Berge-Kaijser","v","Terneuzen"
"Terneuzen","Sociaal Terneuzen",11," G.B. ","Glen ","McCarthy","m","Terneuzen"
"Terneuzen","Sociaal Terneuzen",12," Y. ","Yvonne ","Dijkstra","v","Terneuzen"
"Terneuzen","Sociaal Terneuzen",13," D. ","Diana ","Dobbelaar-Jansen","v","Terneuzen"
"Terneuzen","Sociaal Terneuzen",14," R. ","Remco ","van den Berg","m","Terneuzen"
"Terneuzen","Sociaal Terneuzen",15," N. ","Nikki ","Vaas","v","Terneuzen"
"Terneuzen","Sociaal Terneuzen",16," E.J. ","Liesbeth ","de Koeijer","v","Terneuzen"
"Terneuzen","Sociaal Terneuzen",17," P. ","Patty ","de Buck-de Bruine","v"," Westdorpe"
"Terneuzen","Sociaal Terneuzen",18," M.E.A.R ","Marianne ","Vink","v","Axel"
"Terneuzen","Sociaal Terneuzen",19," A.S. ","Annet ","Becht-van de Wege","v","Terneuzen"
"Terneuzen","Sociaal Terneuzen",20," P.J. ","Pieter ","van Nieuwenhuijzen","m","Terneuzen"
"Terneuzen","TOP/Gemeentebelangen",1," F.O. ","Frank ","van Hulle","m","Sas van Gent"
