"municipality","party","number","initials","given_name","last_name","gender","city"
"Aalten","Progressieve Partij",23,"H.B.","Hennie","ter Horst","v","Aalten"
"Aalten","Progressieve Partij",24,"J.H.","Jan","Tuntler","m","Aalten"
"Aalten","Progressieve Partij",25,"A.T.","Theo","Diepenbroek","m","Dinxperlo"
"Aalten","Progressieve Partij",26,"B.H.","Benny","Lammers","m","Aalten"
"Aalten","Progressieve Partij",27,"W.H.","Wilma","te Paske","v","Aalten"
"Aalten","Progressieve Partij",28,"J.G.","Joop","Albers","m","Aalten"
"Aalten","Progressieve Partij",29,"H.J.","Janny","Vonhof","v","Aalten"
"Aalten","Progressieve Partij",30,"B.G.","Aad","Bannink","m","Aalten"
"Aalten","Progressieve Partij",31,"H.S.","Henk","Kok","m","Aalten"
"Aalten","VVD",1,"M.J.","Martin","Veldhuizen","m","Aalten"
"Aalten","VVD",2,"H.H.","Gerbert","Navis","m","Aalten"
"Aalten","VVD",3,"H.W.","Henk","Hartemink","m","Aalten"
"Aalten","VVD",4,"P.S.","Paul","Eijkelkamp","m","Aalten"
"Aalten","VVD",5,"L.M.E.","Linda","Oonk","v","Aalten"
"Aalten","VVD",6,"J.","Jolanda","de Lauw-Koskamp","v","Aalten"
"Aalten","VVD",7,"H.J.A.","Henk","Eijkelkamp","m","Aalten"
"Aalten","VVD",8,"M.A.","Mark","Ormel","m","Aalten"
"Aalten","VVD",9,"J.H.","Johan","Onstenk","m","Aalten"
"Aalten","VVD",10,"W.J.","Willie","Baten","m","Aalten"
"Aalten","VVD",11,"B.","Bea","van der Kooi-Markerink","v","Aalten"
"Aalten","VVD",12,"T.","Timo","Groot Zevert","m","Aalten"
"Aalten","VVD",13,"E.L.","Léon","te Winkel","m","Aalten"
"Aalten","VVD",14,"J.H.","Johan","Assink","m","Aalten"
"Aalten","VVD",15,"R.J.C.M.","Richard","de Lauw","m","Aalten"
"Aalten","VVD",16,"S.H.","Steffen","Rendering","m","Aalten"
"Aalten","VVD",17,"A.W.","Aart Willem","Udo","m","Aalten"
"Aalten","VVD",18,"T.J.","Tineke","Udo-van Helden","v","Aalten"
"Achtkarspelen","FNP",1,"T.O.","Tjibbe","Brinkman","m","TWIZEL"
"Achtkarspelen","FNP",2,"IJ.","Yde","van Kammen","m","DE HARKEMA"
"Achtkarspelen","FNP",3,"S.D.","Sake","van der Meer","m","KOATSTERTILLE"
"Achtkarspelen","FNP",4,"M.","Maaike","Dotinga-van der Veen","v","BUTENPOST"
"Achtkarspelen","FNP",5,"R.","Rein","van der Wal","m","SURHUSTERFEAN"
"Achtkarspelen","FNP",6,"J.","Jellie","Hamstra-de Vries","v","DROEGEHAM"
"Achtkarspelen","FNP",7,"W.B.","Wopke","Veenstra","m","BOELENSLOANE"
"Achtkarspelen","FNP",8,"M.E.","Marianne","van der Heide-Stienstra","v","SURHUSTERFEAN"
"Achtkarspelen","FNP",9,"J.","Jelmer","Bloembergen","m","KOATSTERTILLE"
"Achtkarspelen","FNP",10,"H.C.","Hilda","de Klein","v","TWIZEL"
"Achtkarspelen","FNP",11,"W.","Wietske","Poelman","v","STROBOS"
"Achtkarspelen","FNP",12,"M.","Minke","Broos-Dijkman","v","STYNSGEA"
"Achtkarspelen","FNP",13,"A.","Andrys","Hovinga","m","KOATSTERTILLE"
"Achtkarspelen","FNP",14,"J.","Jan","Lammers","m","SURHUSTERFEAN"
"Achtkarspelen","FNP",15,"E.","Lys","Visser-Heringa","v","KOATSTERTILLE"
"Achtkarspelen","FNP",16,"M.","Minke","Adema-Dijkstra","v","BOELENSLOANE"
"Achtkarspelen","FNP",17,"A.","Albert","de Vries","m","DROEGEHAM"
"Achtkarspelen","FNP",18,"T.","Trienes","de Boer","m","DROEGEHAM"
"Achtkarspelen","FNP",19,"R.","Roza","Stiksma-Dijkstra","v","BUTENPOST"
"Achtkarspelen","FNP",20,"C.","Kees","van der Kooi","m","STYNSGEA"
"Achtkarspelen","FNP",21,"P.","Piet","de Jong","m","TWIZELERHEIDE"
"Achtkarspelen","FNP",22,"M.","Max","Nicolai","m","DE HARKEMA"
"Achtkarspelen","FNP",23,"H.","Harry","Vellema","m","SURHUSTERFEAN"
"Achtkarspelen","FNP",24,"K.","Klaas","Alma","m","DROEGEHAM"
"Achtkarspelen","FNP",25,"R.","Rinske","Vogel","v","BUTENPOST"
"Achtkarspelen","FNP",26,"A.","Antje","Hoekstra-Enting","v","DE HARKEMA"
"Achtkarspelen","FNP",27,"J.","Jellie","Koetje-van der Meer","v","KOATSTERTILLE"
"Achtkarspelen","FNP",28,"R.","Reinie","Bethlehem","v","SURHUZUM"
"Achtkarspelen","FNP",29,"C.","Carl","Plomp","m","GERKESKLEASTER"
"Achtkarspelen","FNP",30,"W.F.","Willem","Schievink","m","DE HARKEMA"
"Achtkarspelen","FNP",31,"W.J.","Willy","Bijma-Fernhout","v","DROEGEHAM"
"Achtkarspelen","FNP",32,"G.","Gerrit","Idsardi","m","TWIZELERHEIDE"
"Achtkarspelen","FNP",33,"L.","Louw","Beerstra","m","KOATSTERTILLE"
"Achtkarspelen","FNP",34,"A.","Atty","Sietzema-de Haan","v","SURHUSTERFEAN"
"Achtkarspelen","FNP",35,"T.","Tineke","Veenstra","v","BOELENSLOANE"
"Achtkarspelen","FNP",36,"J.W.","Jelmer","Brinkman","m","BUTENPOST"
"Achtkarspelen","FNP",37,"J.R.","Jan","van der Veen","m","TWIZEL"
"Achtkarspelen","FNP",38,"L.","Louw","de Vries","m","KOATSTERTILLE"
"Achtkarspelen","FNP",39,"L.","Lutzen","van Dekken","m","DE HARKEMA"
"Achtkarspelen","FNP",40,"S.","Sonja","Postma-van Kammen","v","SURHUZUM"
"Achtkarspelen","FNP",41,"W.","Wiebe","Buruma","m","STYNSGEA"
"Achtkarspelen","FNP",42,"E.G.","Broer","Terpstra","m","TWIZELERHEIDE"
"Achtkarspelen","FNP",43,"G.","Geert","van der Velde","m","DROEGEHAM"
"Achtkarspelen","FNP",44,"S.","Sjoerd","Groenhof","m","DE HARKEMA"
"Achtkarspelen","FNP",45,"M.","Marten","van der Veen","m","TWIZELERHEIDE"
"Achtkarspelen","CDA",1,"J.","Jouke","Spoelstra","m","Drogeham"
"Achtkarspelen","CDA",2,"A.G.","Lydeke","Zandbergen-Beishuizen","v","Buitenpost"
"Achtkarspelen","CDA",3,"A.","Harjan","Bruining","m","Surhuisterveen"
"Achtkarspelen","CDA",4,"M.Y.","Meindert","Talma","m","Twijzelerheide"
"Achtkarspelen","CDA",5,"R.","Romke","van der Wal","m","Buitenpost"
"Achtkarspelen","CDA",6,"J.J.","Jacob","Zwaagstra","m","Buitenpost"
"Achtkarspelen","CDA",7,"G.","Gert","Terpstra","m","Harkema"
"Achtkarspelen","CDA",8,"D.","Doethyna","Vriesema","v","Surhuizum"
"Achtkarspelen","CDA",9,"P.","Piet","Kuipers","m","Gerkesklooster"
"Achtkarspelen","CDA",10,"N.H.","Nico","Bos","m","Buitenpost"
"Achtkarspelen","CDA",11,"S.G.A.","Sylvia","Bosma","v","Buitenpost"
"Achtkarspelen","CDA",12,"H.","Hendrik","Bijma","m","Surhuizum"
"Achtkarspelen","CDA",13,"A.F.","Andrea","van Houten","v","Surhuisterveen"
"Achtkarspelen","CDA",14,"A.","Alfred","de Jonge","m","Twijzelerheide"
"Achtkarspelen","CDA",15,"T.J.","Tsjikke","Krol-Buma","v","Drogeham"
"Achtkarspelen","CDA",16,"H.","Henk","van der Veen","m","Surhuizum"
"Achtkarspelen","CDA",17,"W.","Willem","Feenstra","m","Harkema"
"Achtkarspelen","CDA",18,"F.","Fokke","Walstra","m","Kootstertille"
"Achtkarspelen","CDA",19,"A.","Albert","Bosma","m","Boelenslaan"
"Achtkarspelen","CDA",20,"K.","Klaas","van der Ploeg","m","Surhuisterveen"
"Achtkarspelen","CDA",21,"E.","Betty","Hamstra-Henstra","v","Twijzel"
"Achtkarspelen","CDA",22,"M.","Marten","Claus","m","Harkema"
"Achtkarspelen","CDA",23,"S.","Sijtze","Dijkstra","m","Augustinusga"
"Achtkarspelen","CDA",24,"K.J.","Hans","de Vries","m","Buitenpost"
"Achtkarspelen","CDA",25,"J.","Hans","Postma","m","Surhuisterveen"
"Achtkarspelen","CDA",26,"J.T.","Jelle","van der Veen","m","Augustinusga"
"Achtkarspelen","CDA",27,"P.J.","Pieter Jan","Schouwstra","m","Buitenpost"
"Achtkarspelen","CDA",28,"C.","Cor","Hager","m","Surhuisterveen"
"Achtkarspelen","CDA",29,"S.O.","Sietse","Miedema","m","Twijzel"
"Achtkarspelen","CDA",30,"A.","Auke","Attema","m","Buitenpost"
"Achtkarspelen","ChristenUnie",1,"D.A.","Toos","van der Vaart-Kralt","v","Buitenpost"
"Achtkarspelen","ChristenUnie",2,"E.","Eppie","Hooghiemstra","m","Drogeham"
"Achtkarspelen","ChristenUnie",3,"D.","Douwe","van Oosten","m","Buitenpost"
"Achtkarspelen","ChristenUnie",4,"A.","Anita","Vellema-Plazier","v","Kootstertille"
"Achtkarspelen","ChristenUnie",5,"K.S.","Klaas Sietse","van der Wal","m","Buitenpost"
"Achtkarspelen","ChristenUnie",6,"H.J.","Rick","Hoksbergen","m","Buitenpost"
"Achtkarspelen","ChristenUnie",7,"A.S.J.A.","Josytha","van der Sluis-Alkema","v","Buitenpost"
"Achtkarspelen","ChristenUnie",8,"S.H.","Sytse","Wijbenga","m","Kootstertille"
"Achtkarspelen","ChristenUnie",9,"G.W.","Geertje","de Vries-Oegema","v","Twijzelerheide"
"Achtkarspelen","ChristenUnie",10,"F.","Frederik","de Jong","m","Surhuisterveen"
"Achtkarspelen","ChristenUnie",11,"A.","Aukje","Elzinga-Douma","v","Kootstertille"
"Achtkarspelen","ChristenUnie",12,"J.","Jeltje","Deleu-Tilma","v","Buitenpost"
"Achtkarspelen","ChristenUnie",13,"D.H.","Dick","Keizer","m","Buitenpost"
"Achtkarspelen","ChristenUnie",14,"A.","Anne","IJtsma","m","Drogeham"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",1,"M.","Max","de Haan","m","Harkema"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",2,"M.C.","Rinus","Buising","m","Twijzel"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",3,"F.D.","Frans","Hoekstra","m","Harkema"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",4,"S.W.","Sierd","Vegelin","m","Surhuisterveen"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",5,"B.","Dineke","Terpstra - Kerkhof","v","Kootstertille"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",6,"L.","Liesbeth","de Boer","v","Twijzelerheide"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",7,"M.","Marijke","de Jong","v","Boelenslaan"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",8,"A.","Albert","de Haan","m","Surhuizum"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",9,"W.W.","Waatze","Nicolai","m","Drogeham"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",10,"T.","Tineke","Vietmeijer - van der Veen","v","Augustinusga"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",11,"A.S.","Anton","van der Meer","m","Gerkesklooster"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",12,"M.","Minze","Zijlstra","m","Buitenpost"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",13,"E.J.","Edwin","de Vries","m","Surhuisterveen"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",14,"M.","Marieke","Boorsma","v","Twijzel"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",15,"J.","Jacob","Hooghiemstra","m","Surhuizum"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",16,"J.","Jannet","Zwaagstra - Zwart","v","Kootstertille"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",17,"P.","Paulus","Poelman","m","Harkema"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",18,"A.","Alle","Kramer","m","Augustinusga"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",19,"K.","Klaas","de Poel","m","Surhuisterveen"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",20,"G.","Geert","van der Meulen","m","Harkema"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",21,"W.J.","Wibo","van der Werff","m","Surhuisterveen"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",22,"S.N.","Nico","Brandsma","m","Augustinusga"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",23,"B.J.D.","Berna","Meijer - Nienhuis","v","Gerkesklooster"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",24,"J.","Jan","Spoelstra","m","Surhuisterveen"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",25,"H.W.","Henrike","de Jong","v","Drogeham"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",26,"H.W.","Harm","de Haan","m","Augustinusga"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",27,"H.","Henk","Stienstra","m","Surhuisterveen"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",28,"L.","Loesje","van der West - van der Ploeg","v","Boelenslaan"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",29,"A.","Ate","Hamstra","m","Surhuisterveen"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",30,"D.","Daan","Douwstra","m","Kootstertille"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",31,"A.","Alfred","Meijer","m","Surhuisterveen"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",32,"S.","Sijtze","Storm","m","Kootstertille"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",33,"R.","Ruurt","Postma","m","Surhuisterveen"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",34,"B.","Bonne","Bekkema","m","Harkema"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",35,"J.","Joop","van Houten","m","Augustinusga"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",36,"A.","Atze","Walstra","m","Surhuisterveen"
"Achtkarspelen","Gemeente Belangen Achterkarspelen",37,"P.","Paul","Olijve","m","Buitenpost"
"Achtkarspelen","PvdA",1,"J.","Sjon","Stellinga","m","Augustinusga"
"Achtkarspelen","PvdA",2,"T.","Theun","Nicolai","m","Drogeham"
"Achtkarspelen","PvdA",3,"A.J.","Alie","Ferwerda","v","Augustinusga"
"Achtkarspelen","PvdA",4,"W.A.","Wia","Boonstra","v","Surhuisterveen"
"Achtkarspelen","PvdA",5,"A.","Bram","Sikkema","m","Drogeham"
"Achtkarspelen","PvdA",6,"H.K.","Hink","Speulman","m","Buitenpost"
"Achtkarspelen","PvdA",7,"S.","Sonja","Nicolai","v","Twijzelerheide"
"Achtkarspelen","PvdA",8,"S.H.","Sietie","Haagsma","v","Buitenpost"
"Achtkarspelen","PvdA",9,"O.R.","Otto","Veenstra","m","Augustinusga"
"Achtkarspelen","PvdA",10,"A.W.","Andries","de Boer","m","Kootstertille"
"Achtkarspelen","PvdA",11,"F.H.","Fokje","Pama","v","Surhuisterveen"
"Achtkarspelen","PvdA",12,"J.","Joop","Bekkema","m","Harkema"
"Achtkarspelen","PvdA",13,"W.","Wietze","Veldman","m","Twijzel"
"Achtkarspelen","PvdA",14,"A.","Anneke","Jongejan - Veenstra","v","Boelenslaan"
"Achtkarspelen","PvdA",15,"A.","Aukje","Klaver","v","Buitenpost"
"Achtkarspelen","PvdA",16,"A.","Anneke","Bakker - de Jong","v","Buitenpost"
"Achtkarspelen","PvdA",17,"J.","Joop","de Haan","m","Buitenpost"
"Achtkarspelen","PvdA",18,"S.J.","Sietse","Hoekstra","m","Surhuisterveen"
"Achtkarspelen","PvdA",19,"F.D.","Froukje","Roosma","v","Buitenpost"
"Achtkarspelen","PvdA",20,"E.J.","Ernst","van Raalte","m","Gerkesklooster"
"Achtkarspelen","PvdA",21,"J.","Johan","Kootstra","m","Buitenpost"
"Achtkarspelen","PvdA",22,"B.G.H.","Berendina","van Solkema","v","Buitenpost"
"Achtkarspelen","PvdA",23,"A.","Anne","van der Heide","m","Buitenpost"
"Achtkarspelen","PvdA",24,"H.R.","Harry","Dijkhuizen","m","Boelenslaan"
"Achtkarspelen","PvdA",25,"A.","Andries","Hofstra","m","Buitenpost"
"Achtkarspelen","PvdA",26,"A.L.","Annie","Smit - de Wit","v","Buitenpost"
"Achtkarspelen","PvdA",27,"J.I.","Jaap","Jongejan","m","Boelenslaan"
"Achtkarspelen","PvdA",28,"J.","Jan","Kloosterman","m","Buitenpost"
"Achtkarspelen","PvdA",29,"A.","Bertus","Boonstra","m","Harkema"
"Achtkarspelen","VVD",1,"F.J.","Freddy","Hoekstra","m","Harkema"
"Achtkarspelen","VVD",2,"J.R.","Lineke","Kingma-Gardenier","v","Surhuisterveen"
"Achtkarspelen","VVD",3,"D.","Durk","Pool","m","Harkema"
"Achtkarspelen","VVD",4,"R.","Razwan","Popal","m","Gerkesklooster"
"Achtkarspelen","VVD",5,"A.M.","Mieke","de Kluijver-Weterings","v","Augustinusga"
"Achtkarspelen","VVD",6,"S.W.","Swen","Veenstra","m","Buitenpost"
"Achtkarspelen","VVD",7,"M.D.","Marten","Palstra","m","Augustinusga"
"Achtkarspelen","VVD",8,"W.J.C.A.","Wout","Weterings","m","Augustinusga"
"Achtkarspelen","VVD",9,"J.F.","Jacob","de Boer","m","Surhuisterveen"
"Achtkarspelen","VVD",10,"W.P.","Wieke","Palstra-Dijkstra","v","Augustinusga"
"Achtkarspelen","VVD",11,"W.J.","Wytze","de Vries","m","Surhuizum"
"Achtkarspelen","VVD",12,"J.","Jan","Hiddema","m","Buitenpost"
"Achtkarspelen","VVD",13,"R.","Roel","Brandenburg","m","Buitenpost"
"Achtkarspelen","GROENLINKS",1,"T.I.","Tjitske","Veenstra","v","Buitenpost"
"Achtkarspelen","GROENLINKS",2,"A.E.","Anne-Mieke","van Helden","v","Buitenpost"
"Achtkarspelen","GROENLINKS",3,"R.H.M.","Rick","Weggen","m","Buitenpost"
"Achtkarspelen","GROENLINKS",4,"M.C.","Marleen","Miedema","v","Buitenpost"
"Achtkarspelen","GROENLINKS",5,"E.","Eisse","Medema","m","Buitenpost"
"Achtkarspelen","GROENLINKS",6,"J.","Jacomijn","Steen","v","Buitenpost"
"Achtkarspelen","GROENLINKS",7,"H.L.","Hans","van den Broek","m","Surhuisterveen"
"Achtkarspelen","PVV",1,"H.J.","Harrie","Graansma","m","Boelenslaan"
"Achtkarspelen","PVV",2,"C.J.","Kees","Colson","m","Boelenslaan"
"Achtkarspelen","PVV",3,"L.J.","Lieuwe","Tiemens","m","Stroobos"
"Achtkarspelen","PVV",4,"J.G.","Hans","van der Laan","m","Surhuisterveen"
"Achtkarspelen","PVV",5,"J.W.F.","Jeffrey","Graansma","m","Boelenslaan"
"Achtkarspelen","PVV",6,"F.","Feije","Heidstra","m","Leeuwarden"
"Alblasserdam","SGP",1,"P.J.",,"Verheij","m","Alblasserdam"
"Alblasserdam","SGP",2,"J.C.",,"Brand","m","Alblasserdam"
"Alblasserdam","SGP",3,"A.H.",,"Brasser","m","Alblasserdam"
"Alblasserdam","SGP",4,"C.",,"Werkhoven","m","Alblasserdam"
"Alblasserdam","SGP",5,"J.M.",,"ten Hove","m","Alblasserdam"
"Alblasserdam","SGP",6,"T.",,"Dekker","m","Oud-Alblas"
"Alblasserdam","SGP",7,"H.C.",,"van Vliet","m","Alblasserdam"
"Alblasserdam","SGP",8,"D.",,"Mallegrom","m","Alblasserdam"
"Alblasserdam","SGP",9,"P.",,"Verschoor","m","Alblasserdam"
"Alblasserdam","SGP",10,"T.",,"Sterk","m","Alblasserdam"
"Alblasserdam","SGP",11,"J.",,"Griep","m","Alblasserdam"
"Alblasserdam","SGP",12,"A.",,"Visser","m","Alblasserdam"
"Alblasserdam","SGP",13,"J.A.",,"van der Hoog","m","Alblasserdam"
"Alblasserdam","SGP",14,"J.A.",,"Schep","m","Alblasserdam"
"Alblasserdam","SGP",15,"K.J.",,"Vogel","m","Alblasserdam"
"Alblasserdam","SGP",16,"H.",,"Boersma","m","Alblasserdam"
"Alblasserdam","SGP",17,"H.D.",,"Vinke","m","Alblasserdam"
"Alblasserdam","SGP",18,"C.E.M.",,"de Pater","m","Alblasserdam"
"Alblasserdam","SGP",19,"W.",,"Stam","m","Alblasserdam"
"Alblasserdam","SGP",20,"J.F.",,"Hakbijl","m","Alblasserdam"
"Alblasserdam","SGP",21,"J.",,"Polet","m","Alblasserdam"
"Alblasserdam","SGP",22,"B.W.",,"de Leeuw","m","Alblasserdam"
"Alblasserdam","PvdA",1,"A.D.","Dorien","Zandvliet","v","Alblasserdam"
"Alblasserdam","PvdA",2,"H.H.","Haci","Erdogan","m","Alblasserdam"
"Alblasserdam","PvdA",3,"R.","René","Zonnebeld","m","Alblasserdam"
"Alblasserdam","PvdA",4,"W.","Wim","van Krimpen","m","Alblasserdam"
"Alblasserdam","PvdA",5,"O.","Orhan","Yilmaz","m","Alblasserdam"
"Alblasserdam","PvdA",6,"J.J.G.","Jan","Lok","m","Alblasserdam"
"Alblasserdam","PvdA",7,"M.J.","Rinus","van Lavieren","m","Alblasserdam"
"Alblasserdam","PvdA",8,"E.J.","Evert","Smit","m","Alblasserdam"
"Alblasserdam","PvdA",9,"N.","Nico","Fiole","m","Alblasserdam"
"Alblasserdam","PvdA",10,"J.P.","Coby","van der Linden","v","Alblasserdam"
"Alblasserdam","PvdA",11,"G.","Gert","Klootwijk","m","Alblasserdam"
"Alblasserdam","PvdA",12,"S.","Simon","Stehouwer","m","Alblasserdam"
"Alblasserdam","PvdA",13,"M.J.H.","Ria","Barra-Leenheer","v","Alblasserdam"
"Alblasserdam","PvdA",14,"G.","Grietje","van Duin","v","Alblasserdam"
"Alblasserdam","PvdA",15,"W.","Wim","Stout","m","Alblasserdam"
"Alblasserdam","PvdA",16,"A.","Arie","Ooms","m","Alblasserdam"
"Alblasserdam","CDA",1,"A.C.","Arco","Strop","m","Alblasserdam"
"Alblasserdam","CDA",2,"A.C.","Arie","van 't Zelfde","m","Alblasserdam"
"Alblasserdam","CDA",3,"M.","Margreet","de Deugd-Bos","v","Alblasserdam"
"Alblasserdam","CDA",4,"J.W.","Hans","van Ommen","m","Alblasserdam"
"Alblasserdam","CDA",5,"P.A.","André","Groenendijk","m","Alblasserdam"
"Alblasserdam","CDA",6,"J.","Jan","de Kok","m","Alblasserdam"
"Alblasserdam","CDA",7,"H.E.","Hilde","Cevaal","v","Alblasserdam"
"Alblasserdam","CDA",8,"R.","Robert","van der Rhee","m","Alblasserdam"
"Alblasserdam","CDA",9,"M.","Mary","Hamer-de Kloe","v","Alblasserdam"
"Alblasserdam","CDA",10,"T.","Theo","de Gelder","m","Alblasserdam"
"Alblasserdam","CDA",11,"J.H.","Jacco","Wesselius","m","Alblasserdam"
"Alblasserdam","CDA",12,"A.","Arie","den Boer","m","Alblasserdam"
"Alblasserdam","CDA",13,"G.","Bert","de Haan","m","Alblasserdam"
"Alblasserdam","CDA",14,"W.","Wout","Kleine","m","Alblasserdam"
"Alblasserdam","CDA",15,"J.J.","Jan","Vlieg","m","Alblasserdam"
"Alblasserdam","CDA",16,"S.J.","Sjoerd","Veerman","m","Alblasserdam"
"Alblasserdam","CDA",17,"J.","Jaap","de Gruijter","m","Alblasserdam"
"Alblasserdam","CDA",18,"D.","Dirk","Louter","m","Alblasserdam"
"Alblasserdam","CDA",19,"A.C.C.M.","André","Ruikes","m","Alblasserdam"
"Alblasserdam","D66",1,"J.R.","Ramon","Pardo Kruidenier","m","Alblasserdam"
"Alblasserdam","D66",2,"M.","Marko","Stout","m","Alblasserdam"
"Alblasserdam","D66",3,"I.","Ivana","Glavaš","v","Alblasserdam"
"Alblasserdam","D66",4,"J.","Jacco","Schook","m","Alblasserdam"
"Alblasserdam","D66",5,"R.C.","Remco","de Boer","m","Alblasserdam"
"Alblasserdam","D66",6,"P.J.","Hans","Tukker","m","Alblasserdam"
"Alblasserdam","ChristenUnie",1,"T.","Teus","Stam","m","Alblasserdam"
"Alblasserdam","ChristenUnie",2,"P.J.","Peter","Sterrenburg","m","Alblasserdam"
"Alblasserdam","ChristenUnie",3,"J.K.","Jako","Sterrenburg","m","Alblasserdam"
"Alblasserdam","ChristenUnie",4,"B.J.","Bart-Jan","Poirot","m","Alblasserdam"
"Alblasserdam","ChristenUnie",5,"M.J.W.","Maarten","Molendijk","m","Alblasserdam"
"Alblasserdam","ChristenUnie",6,"B.","Bas","Romeijn","m","Alblasserdam"
"Alblasserdam","ChristenUnie",7,"A.J.","Anja","Vlasblom-van Heiningen","v","Alblasserdam"
"Alblasserdam","ChristenUnie",8,"M.","Marjanne","de Haan-Mulder","v","Alblasserdam"
"Alblasserdam","ChristenUnie",9,"R.","Ronald","Los","m","Alblasserdam"
"Alblasserdam","ChristenUnie",10,"P.","Pieta","Verhaar-Stolk","v","Alblasserdam"
"Alblasserdam","ChristenUnie",11,"S.","Simon","Voorberg","m","Alblasserdam"
"Alblasserdam","ChristenUnie",12,"C.","Cees","van Veen","m","Alblasserdam"
"Alblasserdam","ChristenUnie",13,"H.","Henk","Tukker","m","Alblasserdam"
"Alblasserdam","ChristenUnie",14,"H.","Hilde","Groen-de Vries","v","Alblasserdam"
"Alblasserdam","ChristenUnie",15,"H.J.","Hilko","Booij","m","Alblasserdam"
"Alblasserdam","ChristenUnie",16,"J.A.A.","Arjan","Bas","m","Alblasserdam"
"Alblasserdam","ChristenUnie",17,"C.","Kees","Brinkman","m","Alblasserdam"
"Alblasserdam","ChristenUnie",18,"A.J.","Arjan","Zwaan","m","Alblasserdam"
"Alblasserdam","VVD",1,"H.F.","Herman","Verweij","m","Alblasserdam"
"Alblasserdam","VVD",2,"S.","Stavros","Barzas","m","Alblasserdam"
"Alblasserdam","VVD",3,"J.M.","Arjan","Dekker","m","Alblasserdam"
"Alblasserdam","VVD",4,"C.E.J.","Catharina","Leeuwis","v","Alblasserdam"
"Alblasserdam","VVD",5,"A.","Arno","Hogendoorn","m","Alblasserdam"
"Alblasserdam","VVD",6,"E.","Erwin","Kamminga","m","Alblasserdam"
"Alblasserdam","VVD",7,"J.H.E.","Jan","Nieuwenhuis","m","Alblasserdam"
"Alblasserdam","VVD",8,"A.M.","Lies","Nieuwenhuis-Kuiper","v","Alblasserdam"
"Alblasserdam","VVD",9,"F.C.","Freek","de Gier","m","Alblasserdam"
"Albrandswaard","VVD",1,"M.C.C.","Marco","Goedknegt","onbekend","Poortugaal"
"Albrandswaard","VVD",2,"S.M.","Suzanne","Remijn-Korteweg","onbekend","Rhoon"
"Albrandswaard","VVD",3,"M.","Mario","Bianchi","onbekend","Rhoon"
"Albrandswaard","VVD",4,"J.G.","Jolanda","Ram-van Mourik","onbekend","Poortugaal"
"Albrandswaard","VVD",5,"R.","Roy","Verduyn","onbekend","Rhoon"
"Albrandswaard","VVD",6,"E.","Eric","van der Klooster","onbekend","Rhoon"
"Albrandswaard","VVD",7,"J.H.M.","John","Heezen","onbekend","Poortugaal"
"Albrandswaard","VVD",8,"A.M.","Annelies","Kingma-Vos","onbekend","Rhoon"
"Albrandswaard","VVD",9,"P.G.","Piet","Heezen","onbekend","Rhoon"
"Albrandswaard","VVD",10,"M.","Mies","Langelaar","onbekend","Rhoon"
"Albrandswaard","Echt voor Albrandswaard (EVA)",1,"M.","Maret","Rombout","v","Rhoon"
"Albrandswaard","Echt voor Albrandswaard (EVA)",2,"T.W.","Thomas","van der Knaap","m","Rhoon"
"Albrandswaard","Echt voor Albrandswaard (EVA)",3,"M.","Marielle","Vergouwe","v","Rhoon"
"Albrandswaard","Echt voor Albrandswaard (EVA)",4,"R.C.","Rob","Littel","m","Poortugaal"
